,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
1990-04-12 00:00:00,5.25,10.13,3.09,18.62,4.72,0.66,7.04,344.34,6.04
1990-04-16 00:00:00,5.27,10.25,3.12,19.28,4.7,0.66,7.05,344.74,6.02
1990-04-17 00:00:00,5.26,10.13,3.13,19.32,4.76,0.68,7.05,344.68,6.04
1990-04-18 00:00:00,5.21,10.13,3.11,19.1,4.72,0.66,6.91,340.72,6.0
1990-04-19 00:00:00,5.15,9.43,3.08,18.97,4.68,0.65,6.82,338.09,6.07
1990-04-20 00:00:00,5.1,9.43,3.06,19.01,4.69,0.65,6.8,335.12,6.12
1990-04-23 00:00:00,5.04,9.31,3.02,19.01,4.6,0.64,6.77,331.05,6.04
1990-04-24 00:00:00,5.07,9.08,3.01,18.93,4.56,0.63,6.77,330.36,5.97
1990-04-25 00:00:00,5.1,9.08,3.01,19.01,4.55,0.63,6.74,332.03,5.97
1990-04-26 00:00:00,5.12,9.11,3.02,18.91,4.6,0.63,6.78,332.92,6.02
1990-04-27 00:00:00,5.14,9.17,2.99,18.67,4.54,0.61,6.71,329.11,5.94
1990-04-30 00:00:00,5.07,9.23,2.99,18.95,4.56,0.63,6.9,330.8,5.97
1990-05-01 00:00:00,5.07,9.29,3.01,18.78,4.61,0.62,6.84,332.25,5.95
1990-05-02 00:00:00,5.09,9.31,3.03,18.97,4.69,0.64,6.96,334.48,6.05
1990-05-03 00:00:00,5.11,9.37,3.03,18.99,4.67,0.64,7.03,335.57,6.12
1990-05-04 00:00:00,5.11,9.37,3.06,19.43,4.75,0.67,7.1,338.39,6.13
1990-05-07 00:00:00,5.19,9.72,3.08,19.43,4.78,0.7,7.06,340.53,6.13
1990-05-08 00:00:00,5.23,9.78,3.1,19.47,4.77,0.68,7.05,342.01,6.11
1990-05-09 00:00:00,5.19,9.81,3.12,19.56,4.7,0.68,6.99,342.86,6.15
1990-05-10 00:00:00,5.19,9.7,3.15,19.75,4.73,0.7,7.01,343.82,6.23
1990-05-11 00:00:00,5.25,9.99,3.19,20.04,4.83,0.71,7.25,352.0,6.4
1990-05-14 00:00:00,5.27,9.78,3.2,20.09,4.88,0.72,7.22,354.75,6.42
1990-05-15 00:00:00,5.31,9.78,3.19,20.33,4.91,0.71,7.16,354.28,6.35
1990-05-16 00:00:00,5.28,9.76,3.19,20.28,4.93,0.71,7.13,354.0,6.4
1990-05-17 00:00:00,5.35,9.72,3.18,20.41,4.96,0.71,7.18,354.47,6.4
1990-05-18 00:00:00,5.37,9.31,3.19,20.28,4.92,0.74,7.22,354.64,6.38
1990-05-21 00:00:00,5.44,9.28,3.2,20.57,5.0,0.77,7.39,358.0,6.4
1990-05-22 00:00:00,5.51,9.72,3.2,20.7,5.03,0.78,7.39,358.43,6.4
1990-05-23 00:00:00,5.44,9.87,3.2,20.88,5.04,0.83,7.48,359.29,6.33
1990-05-24 00:00:00,5.32,9.87,3.25,20.88,5.14,0.83,7.44,358.41,6.3
1990-05-25 00:00:00,5.31,9.4,3.2,20.44,5.07,0.81,7.31,354.58,6.21
1990-05-29 00:00:00,5.35,9.63,3.26,21.05,5.16,0.82,7.48,360.65,6.37
1990-05-30 00:00:00,5.35,9.72,3.25,21.25,5.19,0.82,7.61,360.86,6.38
1990-05-31 00:00:00,5.39,9.69,3.24,21.1,5.17,0.8,7.69,361.23,6.42
1990-06-01 00:00:00,5.46,9.58,3.27,21.01,5.2,0.82,7.81,363.16,6.38
1990-06-04 00:00:00,5.58,9.58,3.31,21.16,5.27,0.83,7.94,367.4,6.45
1990-06-05 00:00:00,5.57,9.28,3.29,21.23,5.28,0.8,7.92,366.64,6.45
1990-06-06 00:00:00,5.55,9.28,3.27,21.21,5.23,0.8,7.82,364.96,6.4
1990-06-07 00:00:00,5.5,9.16,3.26,21.21,5.2,0.79,7.75,363.15,6.37
1990-06-08 00:00:00,5.48,8.99,3.23,20.88,5.1,0.8,7.64,358.71,6.28
1990-06-11 00:00:00,5.5,9.16,3.24,21.07,5.18,0.82,7.63,361.63,6.4
1990-06-12 00:00:00,5.51,9.52,3.31,21.14,5.26,0.83,7.76,366.25,6.53
1990-06-13 00:00:00,5.49,9.34,3.31,21.34,5.24,0.83,7.76,364.9,6.43
1990-06-14 00:00:00,5.46,9.34,3.28,21.25,5.17,0.82,7.75,362.9,6.43
1990-06-15 00:00:00,5.39,9.28,3.3,21.16,5.21,0.83,7.73,362.91,6.4
1990-06-18 00:00:00,5.33,9.22,3.26,20.85,5.13,0.82,7.67,356.88,6.35
1990-06-19 00:00:00,5.31,9.31,3.29,20.88,5.16,0.82,7.76,358.47,6.33
1990-06-20 00:00:00,5.39,9.4,3.3,20.74,5.23,0.85,7.82,359.1,6.4
1990-06-21 00:00:00,5.39,9.84,3.3,20.94,5.39,0.84,7.86,360.47,6.5
1990-06-22 00:00:00,5.32,9.75,3.27,20.44,5.29,0.83,7.84,355.43,6.4
1990-06-25 00:00:00,5.29,9.69,3.27,20.5,5.24,0.81,7.75,352.31,6.32
1990-06-26 00:00:00,5.22,9.55,3.25,20.52,5.25,0.82,7.89,352.06,6.28
1990-06-27 00:00:00,5.22,9.75,3.26,20.74,5.39,0.83,7.99,355.14,6.42
1990-06-28 00:00:00,5.21,10.1,3.26,20.68,5.49,0.83,8.15,357.63,6.45
1990-06-29 00:00:00,5.21,10.52,3.26,20.66,5.48,0.83,8.11,358.02,6.4
1990-07-02 00:00:00,5.23,10.34,3.32,20.83,5.63,0.8,8.14,359.54,6.38
1990-07-03 00:00:00,5.29,10.34,3.35,20.68,5.6,0.79,8.23,360.16,6.33
1990-07-05 00:00:00,5.24,10.22,3.31,20.63,5.53,0.79,8.13,355.68,6.25
1990-07-06 00:00:00,5.44,10.52,3.33,20.74,5.57,0.8,8.35,358.42,6.38
1990-07-09 00:00:00,5.47,10.96,3.36,20.92,5.53,0.81,8.24,359.52,6.33
1990-07-10 00:00:00,5.39,11.04,3.33,20.7,5.5,0.8,8.22,356.49,6.25
1990-07-11 00:00:00,5.53,11.04,3.4,20.94,5.63,0.82,8.36,361.23,6.4
1990-07-12 00:00:00,5.58,11.13,3.46,21.1,5.74,0.85,8.36,365.44,6.58
1990-07-13 00:00:00,5.62,10.99,3.53,21.27,5.71,0.86,8.48,367.31,6.52
1990-07-16 00:00:00,5.66,10.72,3.52,21.51,5.74,0.86,8.58,368.95,6.52
1990-07-17 00:00:00,5.55,10.4,3.5,21.23,5.76,0.85,8.67,367.52,6.5
1990-07-18 00:00:00,5.51,10.49,3.5,21.07,5.78,0.83,8.56,364.22,6.48
1990-07-19 00:00:00,5.54,9.81,3.53,21.1,5.89,0.84,8.62,365.32,6.68
1990-07-20 00:00:00,5.41,9.63,3.49,20.68,5.91,0.8,8.46,361.61,6.5
1990-07-23 00:00:00,5.39,9.75,3.41,20.37,5.75,0.79,8.19,355.31,6.4
1990-07-24 00:00:00,5.53,9.9,3.43,20.17,5.83,0.76,8.2,355.79,6.68
1990-07-25 00:00:00,5.65,9.93,3.45,20.17,5.93,0.78,8.19,357.09,6.63
1990-07-26 00:00:00,5.64,9.72,3.44,19.89,5.94,0.75,8.33,355.91,6.53
1990-07-27 00:00:00,5.59,9.72,3.39,19.58,5.86,0.75,8.3,353.44,6.58
1990-07-30 00:00:00,5.75,9.96,3.41,19.71,5.8,0.74,8.13,355.55,6.78
1990-07-31 00:00:00,5.74,9.87,3.37,19.6,5.71,0.73,8.05,356.15,6.93
1990-08-01 00:00:00,5.64,9.96,3.39,19.62,5.71,0.73,8.06,355.52,6.97
1990-08-02 00:00:00,5.56,10.22,3.33,19.29,5.56,0.72,7.94,351.48,7.12
1990-08-03 00:00:00,5.41,9.69,3.29,19.01,5.44,0.69,7.96,344.86,7.1
1990-08-06 00:00:00,5.15,9.28,3.11,18.47,5.18,0.66,7.55,334.43,7.25
1990-08-07 00:00:00,5.21,9.28,3.17,18.31,5.28,0.67,7.62,334.83,7.21
1990-08-08 00:00:00,5.27,9.43,3.2,18.33,5.43,0.69,7.86,338.35,6.99
1990-08-09 00:00:00,5.31,9.28,3.2,18.36,5.41,0.71,8.01,339.94,7.01
1990-08-10 00:00:00,5.23,9.11,3.14,18.13,5.35,0.7,7.94,335.52,6.98
1990-08-13 00:00:00,5.28,9.37,3.18,18.45,5.45,0.71,7.99,338.84,7.08
1990-08-14 00:00:00,5.32,9.34,3.16,18.56,5.47,0.7,8.1,339.39,7.06
1990-08-15 00:00:00,5.35,9.22,3.12,18.67,5.56,0.7,8.24,340.06,7.03
1990-08-16 00:00:00,5.25,9.05,3.06,18.45,5.44,0.67,7.86,332.39,6.99
1990-08-17 00:00:00,5.21,8.58,3.01,18.02,5.36,0.66,7.65,327.83,7.05
1990-08-20 00:00:00,5.18,8.66,3.01,18.18,5.29,0.61,7.65,328.51,7.13
1990-08-21 00:00:00,5.11,8.54,2.91,17.87,5.2,0.59,7.37,321.86,7.01
1990-08-22 00:00:00,5.05,8.28,2.84,17.6,5.1,0.59,7.11,316.55,6.94
1990-08-23 00:00:00,5.02,8.13,2.76,17.22,4.95,0.56,6.88,307.06,6.71
1990-08-24 00:00:00,5.06,8.37,2.89,17.84,5.04,0.62,7.29,311.51,6.61
1990-08-27 00:00:00,5.13,8.9,2.99,18.56,5.26,0.66,7.63,321.44,6.71
1990-08-28 00:00:00,5.13,8.99,2.96,18.42,5.27,0.69,7.64,321.34,6.77
1990-08-29 00:00:00,5.2,8.78,2.95,18.47,5.37,0.66,7.85,324.19,6.74
1990-08-30 00:00:00,5.25,8.54,2.91,18.09,5.3,0.65,7.67,318.71,6.61
1990-08-31 00:00:00,5.32,8.72,2.92,18.11,5.34,0.67,7.85,322.56,6.76
1990-09-04 00:00:00,5.39,8.72,2.88,18.22,5.38,0.68,7.79,323.09,6.77
1990-09-05 00:00:00,5.52,8.48,2.84,18.22,5.38,0.64,7.92,324.39,6.88
1990-09-06 00:00:00,5.48,8.43,2.83,18.2,5.27,0.63,7.68,320.46,6.81
1990-09-07 00:00:00,5.52,8.57,2.86,18.76,5.34,0.63,7.92,323.4,6.88
1990-09-10 00:00:00,5.54,8.43,2.88,18.82,5.31,0.61,7.83,321.63,6.81
1990-09-11 00:00:00,5.47,8.01,2.93,19.11,5.29,0.61,7.91,321.04,6.88
1990-09-12 00:00:00,5.64,8.01,2.92,19.18,5.29,0.63,8.03,322.54,6.94
1990-09-13 00:00:00,5.56,7.95,2.84,18.67,5.18,0.63,7.87,318.65,6.86
1990-09-14 00:00:00,5.51,8.01,2.8,18.56,5.19,0.65,7.79,316.83,6.94
1990-09-17 00:00:00,5.58,7.95,2.78,18.69,5.22,0.66,7.63,317.77,6.98
1990-09-18 00:00:00,5.63,7.87,2.76,19.07,5.27,0.67,7.51,318.6,6.93
1990-09-19 00:00:00,5.77,7.66,2.64,19.27,5.21,0.68,7.36,316.6,6.93
1990-09-20 00:00:00,5.65,7.45,2.62,19.18,5.06,0.65,7.16,311.48,6.91
1990-09-21 00:00:00,5.58,7.42,2.65,18.98,5.08,0.66,7.0,311.32,6.93
1990-09-24 00:00:00,5.27,7.13,2.59,18.67,4.99,0.64,6.81,304.59,6.82
1990-09-25 00:00:00,5.2,7.07,2.64,18.91,5.12,0.66,6.92,308.26,6.82
1990-09-26 00:00:00,5.19,7.01,2.61,18.73,5.1,0.66,6.92,305.06,6.74
1990-09-27 00:00:00,5.16,6.66,2.45,18.56,5.07,0.65,6.96,300.97,6.72
1990-09-28 00:00:00,5.18,6.83,2.59,18.91,5.14,0.69,7.24,306.05,6.62
1990-10-01 00:00:00,5.25,7.19,2.67,19.38,5.36,0.73,7.75,314.94,6.71
1990-10-02 00:00:00,5.2,6.98,2.65,19.25,5.4,0.72,7.71,315.21,6.69
1990-10-03 00:00:00,5.18,6.36,2.59,19.09,5.32,0.72,7.59,311.4,6.71
1990-10-04 00:00:00,5.16,6.6,2.58,19.18,5.33,0.7,7.79,312.69,6.81
1990-10-05 00:00:00,5.12,6.6,2.58,19.25,5.33,0.71,7.63,311.5,6.74
1990-10-08 00:00:00,5.11,6.86,2.59,19.47,5.41,0.72,7.67,313.48,6.81
1990-10-09 00:00:00,4.94,6.6,2.51,18.73,5.3,0.69,7.24,305.1,6.72
1990-10-10 00:00:00,4.67,6.25,2.47,18.4,5.25,0.65,7.24,300.39,6.59
1990-10-11 00:00:00,4.5,6.54,2.43,17.96,5.15,0.63,7.12,295.46,6.5
1990-10-12 00:00:00,4.42,6.66,2.52,17.82,5.23,0.62,7.48,300.03,6.55
1990-10-15 00:00:00,4.36,6.54,2.58,17.65,5.32,0.62,7.63,303.23,6.66
1990-10-16 00:00:00,4.29,5.89,2.45,17.67,5.27,0.6,7.44,298.92,6.57
1990-10-17 00:00:00,4.35,6.25,2.5,17.91,5.3,0.62,7.16,298.76,6.55
1990-10-18 00:00:00,4.46,6.72,2.59,18.73,5.44,0.67,7.51,305.74,6.55
1990-10-19 00:00:00,4.49,7.39,2.64,19.13,5.48,0.68,7.87,312.48,6.74
1990-10-22 00:00:00,4.54,7.33,2.55,19.16,5.55,0.7,7.83,314.76,6.71
1990-10-23 00:00:00,4.54,7.31,2.56,18.98,5.58,0.7,7.75,312.36,6.55
1990-10-24 00:00:00,4.6,7.19,2.46,19.31,5.52,0.71,7.71,312.6,6.55
1990-10-25 00:00:00,4.6,7.07,2.43,19.22,5.5,0.71,7.67,310.17,6.45
1990-10-26 00:00:00,4.56,7.07,2.4,19.0,5.38,0.69,7.48,304.71,6.39
1990-10-29 00:00:00,4.53,7.04,2.42,18.85,5.33,0.68,7.24,301.88,6.44
1990-10-30 00:00:00,4.44,7.16,2.51,18.91,5.35,0.7,7.51,304.06,6.61
1990-10-31 00:00:00,4.42,7.25,2.47,18.76,5.24,0.7,7.55,304.0,6.62
1990-11-01 00:00:00,4.43,7.19,2.49,19.07,5.35,0.69,7.59,307.02,6.72
1990-11-02 00:00:00,4.52,7.48,2.52,19.27,5.42,0.71,7.67,311.85,6.71
1990-11-05 00:00:00,4.5,7.84,2.56,19.39,5.49,0.72,7.87,314.59,6.71
1990-11-06 00:00:00,4.41,7.9,2.54,19.39,5.4,0.7,7.67,311.62,6.75
1990-11-07 00:00:00,4.31,7.84,2.47,19.15,5.32,0.7,7.48,306.01,6.61
1990-11-08 00:00:00,4.2,8.13,2.46,19.33,5.29,0.69,7.51,307.61,6.75
1990-11-09 00:00:00,4.2,8.37,2.55,19.82,5.33,0.71,7.67,313.74,6.9
1990-11-12 00:00:00,4.35,8.54,2.63,20.32,5.43,0.75,7.87,319.48,6.88
1990-11-13 00:00:00,4.33,8.48,2.64,20.14,5.39,0.75,7.95,317.67,6.85
1990-11-14 00:00:00,4.38,8.72,2.62,20.41,5.42,0.76,8.07,320.4,6.88
1990-11-15 00:00:00,4.43,8.48,2.61,20.25,5.38,0.74,7.99,317.02,6.85
1990-11-16 00:00:00,4.41,8.31,2.63,20.43,5.36,0.74,8.03,317.12,6.9
1990-11-19 00:00:00,4.41,8.6,2.63,20.63,5.44,0.76,8.18,319.34,6.94
1990-11-20 00:00:00,4.41,8.39,2.53,20.38,5.4,0.74,8.03,315.31,6.94
1990-11-21 00:00:00,4.49,8.54,2.55,20.52,5.4,0.75,8.11,316.03,6.95
1990-11-23 00:00:00,4.51,8.6,2.55,20.25,5.35,0.75,8.07,315.1,7.0
1990-11-26 00:00:00,4.51,8.69,2.54,20.47,5.34,0.77,8.07,316.51,6.99
1990-11-27 00:00:00,4.57,8.87,2.54,20.41,5.36,0.78,8.18,318.1,6.9
1990-11-28 00:00:00,4.56,8.69,2.5,20.2,5.48,0.77,7.99,317.95,6.9
1990-11-29 00:00:00,4.54,8.69,2.52,20.14,5.56,0.78,7.87,316.42,6.88
1990-11-30 00:00:00,4.57,8.69,2.6,20.43,5.7,0.79,8.07,322.22,6.94
1990-12-03 00:00:00,4.58,9.02,2.61,20.38,5.8,0.81,8.18,324.1,6.95
1990-12-04 00:00:00,4.58,9.1,2.66,20.63,5.8,0.81,8.34,326.35,6.9
1990-12-05 00:00:00,4.68,9.49,2.73,20.61,5.76,0.82,8.46,329.92,6.88
1990-12-06 00:00:00,4.69,9.75,2.76,20.05,5.77,0.82,8.46,329.07,6.8
1990-12-07 00:00:00,4.69,10.05,2.76,20.23,5.78,0.81,8.38,327.75,6.75
1990-12-10 00:00:00,4.79,9.87,2.73,20.38,5.75,0.81,8.33,328.89,6.8
1990-12-11 00:00:00,4.77,9.46,2.72,20.29,5.74,0.79,8.18,326.44,6.82
1990-12-12 00:00:00,4.87,9.37,2.73,20.56,5.83,0.79,8.37,330.19,6.9
1990-12-13 00:00:00,4.86,9.64,2.7,20.29,5.78,0.79,8.41,329.34,6.92
1990-12-14 00:00:00,4.81,9.43,2.67,20.0,5.73,0.8,8.21,326.82,6.95
1990-12-17 00:00:00,4.78,9.49,2.66,20.05,5.75,0.81,8.21,326.02,6.99
1990-12-18 00:00:00,4.81,9.99,2.73,20.41,5.86,0.82,8.33,330.05,6.99
1990-12-19 00:00:00,4.9,9.9,2.72,20.27,5.86,0.82,8.37,330.2,6.92
1990-12-20 00:00:00,4.88,10.4,2.76,20.45,5.85,0.82,8.37,330.12,6.9
1990-12-21 00:00:00,4.9,10.64,2.78,20.47,5.81,0.83,8.33,331.75,6.95
1990-12-24 00:00:00,4.86,10.4,2.76,20.47,5.81,0.82,8.25,329.9,7.02
1990-12-26 00:00:00,4.87,10.35,2.75,20.41,5.83,0.82,8.14,330.85,7.09
1990-12-27 00:00:00,4.8,10.29,2.74,20.43,5.78,0.82,8.14,328.29,7.02
1990-12-28 00:00:00,4.76,10.17,2.75,20.38,5.8,0.82,8.14,328.72,7.07
1990-12-31 00:00:00,4.8,10.17,2.75,20.32,5.87,0.82,8.21,330.22,7.09
1991-01-02 00:00:00,4.83,10.29,2.71,20.16,5.72,0.82,8.14,326.45,6.95
1991-01-03 00:00:00,4.8,10.17,2.65,20.23,5.66,0.82,7.9,321.91,6.99
1991-01-04 00:00:00,4.69,10.23,2.62,20.16,5.62,0.83,7.86,321.0,7.06
1991-01-07 00:00:00,4.66,10.23,2.58,19.82,5.45,0.82,7.66,315.44,6.97
1991-01-08 00:00:00,4.59,10.23,2.6,19.6,5.5,0.8,7.7,314.9,6.95
1991-01-09 00:00:00,4.51,10.7,2.6,19.22,5.36,0.81,7.7,311.49,6.83
1991-01-10 00:00:00,4.62,11.15,2.6,19.48,5.51,0.85,7.66,314.53,6.9
1991-01-11 00:00:00,4.63,11.11,2.59,19.44,5.55,0.85,7.74,315.23,6.83
1991-01-14 00:00:00,4.63,10.94,2.6,19.19,5.56,0.84,7.7,312.49,6.85
1991-01-15 00:00:00,4.65,11.06,2.61,19.33,5.57,0.86,7.62,313.73,6.83
1991-01-16 00:00:00,4.65,11.76,2.62,19.62,5.67,0.9,7.86,316.17,6.82
1991-01-17 00:00:00,4.87,12.12,2.78,20.81,5.85,0.92,8.49,327.97,6.97
1991-01-18 00:00:00,4.97,11.88,2.77,21.15,5.88,0.93,8.61,332.23,7.07
1991-01-21 00:00:00,5.01,12.0,2.75,21.51,5.9,0.98,8.45,331.06,7.02
1991-01-22 00:00:00,4.87,12.12,2.72,21.22,5.87,0.97,8.33,328.31,6.97
1991-01-23 00:00:00,4.97,12.24,2.74,21.44,5.97,0.97,8.49,330.21,7.12
1991-01-24 00:00:00,4.91,12.33,2.8,21.76,6.11,0.99,8.85,334.78,7.12
1991-01-25 00:00:00,4.93,12.65,2.87,22.05,6.1,0.98,8.57,336.07,7.21
1991-01-28 00:00:00,4.99,12.89,2.91,22.34,6.11,1.01,8.33,336.03,7.19
1991-01-29 00:00:00,5.15,12.71,2.91,22.39,6.15,1.01,8.57,335.84,7.12
1991-01-30 00:00:00,5.46,13.12,2.97,22.83,6.24,1.05,8.73,340.91,7.09
1991-01-31 00:00:00,5.41,13.12,3.07,22.79,6.25,1.07,8.69,343.93,7.07
1991-02-01 00:00:00,5.49,13.18,3.07,22.81,6.14,1.09,8.53,343.05,6.92
1991-02-04 00:00:00,5.6,13.07,3.12,23.12,6.24,1.08,8.53,348.34,7.02
1991-02-05 00:00:00,5.55,13.66,3.18,23.33,6.23,1.11,9.08,351.26,7.03
1991-02-06 00:00:00,5.51,13.45,3.19,23.58,6.32,1.15,9.56,358.07,7.34
1991-02-07 00:00:00,5.43,13.66,3.11,23.33,6.24,1.12,9.36,356.52,7.46
1991-02-08 00:00:00,5.49,14.16,3.13,23.51,6.32,1.14,9.32,359.35,7.38
1991-02-11 00:00:00,5.75,14.51,3.2,24.03,6.53,1.14,9.68,368.58,7.57
1991-02-12 00:00:00,5.61,14.19,3.2,24.1,6.45,1.13,9.56,365.5,7.41
1991-02-13 00:00:00,5.86,14.19,3.25,24.44,6.5,1.15,9.79,369.02,7.6
1991-02-14 00:00:00,5.68,13.51,3.23,24.51,6.4,1.1,10.03,364.22,7.46
1991-02-15 00:00:00,5.72,13.66,3.34,24.94,6.65,1.13,10.11,369.06,7.41
1991-02-19 00:00:00,5.68,14.22,3.34,25.32,6.64,1.12,10.19,369.39,7.43
1991-02-20 00:00:00,5.58,14.46,3.28,25.03,6.57,1.12,9.99,365.14,7.44
1991-02-21 00:00:00,5.5,13.98,3.27,24.6,6.6,1.09,10.19,364.97,7.48
1991-02-22 00:00:00,5.44,14.16,3.32,24.19,6.61,1.12,10.51,365.65,7.46
1991-02-25 00:00:00,5.34,13.74,3.36,24.26,6.75,1.12,10.58,367.26,7.48
1991-02-26 00:00:00,5.45,13.8,3.28,23.55,6.64,1.11,10.35,362.81,7.46
1991-02-27 00:00:00,5.38,13.8,3.33,23.76,6.76,1.15,10.62,367.74,7.74
1991-02-28 00:00:00,5.39,13.57,3.28,23.37,6.74,1.13,10.35,367.07,7.65
1991-03-01 00:00:00,5.53,13.69,3.33,23.78,6.73,1.15,10.43,370.47,7.74
1991-03-04 00:00:00,5.62,13.83,3.3,23.71,6.66,1.17,10.1,369.33,7.58
1991-03-05 00:00:00,5.7,14.96,3.33,24.23,6.84,1.22,10.74,376.72,7.62
1991-03-06 00:00:00,5.79,14.93,3.31,24.12,7.19,1.17,10.38,376.17,7.62
1991-03-07 00:00:00,5.7,15.94,3.29,24.05,7.42,1.14,10.38,375.91,7.67
1991-03-08 00:00:00,5.67,15.4,3.22,23.83,7.37,1.12,10.3,374.95,7.69
1991-03-11 00:00:00,5.64,15.05,3.3,23.44,7.25,1.08,10.18,372.96,7.7
1991-03-12 00:00:00,5.65,14.9,3.28,23.05,7.18,1.05,9.9,370.03,7.81
1991-03-13 00:00:00,5.8,15.7,3.35,23.44,7.31,1.1,10.22,374.57,7.95
1991-03-14 00:00:00,5.79,15.46,3.31,23.26,7.53,1.07,10.5,373.5,7.91
1991-03-15 00:00:00,5.71,15.7,3.31,22.99,7.69,1.05,10.58,373.59,7.93
1991-03-18 00:00:00,5.68,16.06,3.32,23.21,7.62,1.08,10.5,372.11,7.83
