Date,SPX
1992-04-22 00:00:00,409.81
1992-04-23 00:00:00,411.6
1992-04-24 00:00:00,409.02
1992-04-27 00:00:00,408.45
1992-04-28 00:00:00,409.11
1992-04-29 00:00:00,412.02
1992-04-30 00:00:00,414.95
1992-05-01 00:00:00,412.53
1992-05-04 00:00:00,416.91
1992-05-05 00:00:00,416.84
1992-05-06 00:00:00,416.79
1992-05-07 00:00:00,415.85
1992-05-08 00:00:00,416.05
1992-05-11 00:00:00,418.49
1992-05-12 00:00:00,416.29
1992-05-13 00:00:00,416.45
1992-05-14 00:00:00,413.14
1992-05-15 00:00:00,410.09
1992-05-18 00:00:00,412.81
1992-05-19 00:00:00,416.37
1992-05-20 00:00:00,415.39
1992-05-21 00:00:00,412.6
1992-05-22 00:00:00,414.02
1992-05-26 00:00:00,411.41
1992-05-27 00:00:00,412.17
1992-05-28 00:00:00,416.74
1992-05-29 00:00:00,415.35
1992-06-01 00:00:00,417.3
1992-06-02 00:00:00,413.5
1992-06-03 00:00:00,414.59
1992-06-04 00:00:00,413.26
1992-06-05 00:00:00,413.48
1992-06-08 00:00:00,413.36
1992-06-09 00:00:00,410.06
1992-06-10 00:00:00,407.25
1992-06-11 00:00:00,409.05
1992-06-12 00:00:00,409.76
1992-06-15 00:00:00,410.29
1992-06-16 00:00:00,408.32
1992-06-17 00:00:00,402.26
1992-06-18 00:00:00,400.96
1992-06-19 00:00:00,403.67
1992-06-22 00:00:00,403.4
1992-06-23 00:00:00,404.04
1992-06-24 00:00:00,403.84
1992-06-25 00:00:00,403.12
1992-06-26 00:00:00,403.45
1992-06-29 00:00:00,408.94
1992-06-30 00:00:00,408.14
1992-07-01 00:00:00,412.88
1992-07-02 00:00:00,411.77
1992-07-06 00:00:00,413.84
1992-07-07 00:00:00,409.16
1992-07-08 00:00:00,410.28
1992-07-09 00:00:00,414.23
1992-07-10 00:00:00,414.62
1992-07-13 00:00:00,414.87
1992-07-14 00:00:00,417.68
1992-07-15 00:00:00,417.1
1992-07-16 00:00:00,417.54
1992-07-17 00:00:00,415.62
1992-07-20 00:00:00,413.75
1992-07-21 00:00:00,413.76
1992-07-22 00:00:00,410.93
1992-07-23 00:00:00,412.08
1992-07-24 00:00:00,411.6
1992-07-27 00:00:00,411.54
1992-07-28 00:00:00,417.52
1992-07-29 00:00:00,422.23
1992-07-30 00:00:00,423.92
1992-07-31 00:00:00,424.21
1992-08-03 00:00:00,425.09
1992-08-04 00:00:00,424.36
1992-08-05 00:00:00,422.19
1992-08-06 00:00:00,420.59
1992-08-07 00:00:00,418.88
1992-08-10 00:00:00,419.42
1992-08-11 00:00:00,418.9
1992-08-12 00:00:00,417.78
1992-08-13 00:00:00,417.73
1992-08-14 00:00:00,419.91
1992-08-17 00:00:00,420.74
1992-08-18 00:00:00,421.34
1992-08-19 00:00:00,418.19
1992-08-20 00:00:00,418.26
1992-08-21 00:00:00,414.85
1992-08-24 00:00:00,410.72
1992-08-25 00:00:00,411.61
1992-08-26 00:00:00,413.51
1992-08-27 00:00:00,413.53
1992-08-28 00:00:00,414.84
1992-08-31 00:00:00,414.03
1992-09-01 00:00:00,416.07
1992-09-02 00:00:00,417.98
1992-09-03 00:00:00,417.98
1992-09-04 00:00:00,417.08
1992-09-08 00:00:00,414.44
1992-09-09 00:00:00,416.36
1992-09-10 00:00:00,419.95
1992-09-11 00:00:00,419.58
1992-09-14 00:00:00,425.27
1992-09-15 00:00:00,419.77
1992-09-16 00:00:00,419.92
1992-09-17 00:00:00,419.93
1992-09-18 00:00:00,422.93
1992-09-21 00:00:00,422.14
1992-09-22 00:00:00,417.14
1992-09-23 00:00:00,417.44
1992-09-24 00:00:00,418.47
1992-09-25 00:00:00,414.35
1992-09-28 00:00:00,416.62
1992-09-29 00:00:00,416.8
1992-09-30 00:00:00,417.8
1992-10-01 00:00:00,416.29
1992-10-02 00:00:00,410.47
1992-10-05 00:00:00,407.57
1992-10-06 00:00:00,407.18
1992-10-07 00:00:00,404.25
1992-10-08 00:00:00,407.75
1992-10-09 00:00:00,402.66
1992-10-12 00:00:00,407.44
1992-10-13 00:00:00,409.3
1992-10-14 00:00:00,409.37
1992-10-15 00:00:00,409.6
1992-10-16 00:00:00,411.73
1992-10-19 00:00:00,414.98
1992-10-20 00:00:00,415.48
1992-10-21 00:00:00,415.67
1992-10-22 00:00:00,414.9
1992-10-23 00:00:00,414.1
1992-10-26 00:00:00,418.16
1992-10-27 00:00:00,418.49
1992-10-28 00:00:00,420.13
1992-10-29 00:00:00,420.86
1992-10-30 00:00:00,418.68
1992-11-02 00:00:00,422.75
1992-11-03 00:00:00,419.92
1992-11-04 00:00:00,417.11
1992-11-05 00:00:00,418.34
1992-11-06 00:00:00,417.58
1992-11-09 00:00:00,418.59
1992-11-10 00:00:00,418.62
1992-11-11 00:00:00,422.2
1992-11-12 00:00:00,422.87
1992-11-13 00:00:00,422.43
1992-11-16 00:00:00,420.68
1992-11-17 00:00:00,419.27
1992-11-18 00:00:00,422.85
1992-11-19 00:00:00,423.61
1992-11-20 00:00:00,426.65
1992-11-23 00:00:00,425.12
1992-11-24 00:00:00,427.59
1992-11-25 00:00:00,429.19
1992-11-27 00:00:00,430.16
1992-11-30 00:00:00,431.35
1992-12-01 00:00:00,430.78
1992-12-02 00:00:00,429.89
1992-12-03 00:00:00,429.91
1992-12-04 00:00:00,432.06
1992-12-07 00:00:00,435.31
1992-12-08 00:00:00,436.99
1992-12-09 00:00:00,435.65
1992-12-10 00:00:00,434.64
1992-12-11 00:00:00,433.73
1992-12-14 00:00:00,432.84
1992-12-15 00:00:00,432.57
1992-12-16 00:00:00,431.52
1992-12-17 00:00:00,435.43
1992-12-18 00:00:00,441.28
1992-12-21 00:00:00,440.7
1992-12-22 00:00:00,440.31
1992-12-23 00:00:00,439.03
1992-12-24 00:00:00,439.77
1992-12-28 00:00:00,439.15
1992-12-29 00:00:00,437.98
1992-12-30 00:00:00,438.82
1992-12-31 00:00:00,435.71
1993-01-04 00:00:00,435.38
1993-01-05 00:00:00,434.34
1993-01-06 00:00:00,434.52
1993-01-07 00:00:00,430.73
1993-01-08 00:00:00,429.05
1993-01-11 00:00:00,430.95
1993-01-12 00:00:00,431.04
1993-01-13 00:00:00,433.03
1993-01-14 00:00:00,435.94
1993-01-15 00:00:00,437.15
1993-01-18 00:00:00,436.84
1993-01-19 00:00:00,435.13
1993-01-20 00:00:00,433.37
1993-01-21 00:00:00,435.49
1993-01-22 00:00:00,436.11
1993-01-25 00:00:00,440.01
1993-01-26 00:00:00,439.95
1993-01-27 00:00:00,438.11
1993-01-28 00:00:00,438.66
1993-01-29 00:00:00,438.78
1993-02-01 00:00:00,442.52
1993-02-02 00:00:00,442.55
1993-02-03 00:00:00,447.2
1993-02-04 00:00:00,449.56
1993-02-05 00:00:00,448.93
1993-02-08 00:00:00,447.85
1993-02-09 00:00:00,445.33
1993-02-10 00:00:00,446.23
1993-02-11 00:00:00,447.66
1993-02-12 00:00:00,444.58
1993-02-16 00:00:00,433.91
1993-02-17 00:00:00,433.3
1993-02-18 00:00:00,431.9
1993-02-19 00:00:00,434.22
1993-02-22 00:00:00,435.24
1993-02-23 00:00:00,434.8
1993-02-24 00:00:00,440.87
1993-02-25 00:00:00,442.34
1993-02-26 00:00:00,443.38
1993-03-01 00:00:00,442.01
1993-03-02 00:00:00,447.9
1993-03-03 00:00:00,449.26
1993-03-04 00:00:00,447.34
1993-03-05 00:00:00,446.11
1993-03-08 00:00:00,454.71
1993-03-09 00:00:00,454.4
1993-03-10 00:00:00,456.33
1993-03-11 00:00:00,453.72
1993-03-12 00:00:00,449.83
1993-03-15 00:00:00,451.43
1993-03-16 00:00:00,451.37
1993-03-17 00:00:00,448.31
1993-03-18 00:00:00,451.89
1993-03-19 00:00:00,450.18
1993-03-22 00:00:00,448.88
1993-03-23 00:00:00,448.76
1993-03-24 00:00:00,448.07
1993-03-25 00:00:00,450.88
1993-03-26 00:00:00,447.78
1993-03-29 00:00:00,450.77
1993-03-30 00:00:00,451.97
1993-03-31 00:00:00,451.67
1993-04-01 00:00:00,450.3
1993-04-02 00:00:00,441.39
1993-04-05 00:00:00,442.29
1993-04-06 00:00:00,441.16
1993-04-07 00:00:00,442.73
1993-04-08 00:00:00,441.84
1993-04-12 00:00:00,448.37
1993-04-13 00:00:00,449.22
1993-04-14 00:00:00,448.66
1993-04-15 00:00:00,448.4
1993-04-16 00:00:00,448.94
1993-04-19 00:00:00,447.46
1993-04-20 00:00:00,445.1
1993-04-21 00:00:00,443.63
1993-04-22 00:00:00,439.46
1993-04-23 00:00:00,437.03
1993-04-26 00:00:00,433.54
1993-04-27 00:00:00,438.01
1993-04-28 00:00:00,438.02
1993-04-29 00:00:00,438.89
1993-04-30 00:00:00,440.19
1993-05-03 00:00:00,442.46
