,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
1990-05-23 00:00:00,2829600.0,7417600.0,14547600.0,6812400.0,4572800.0,141180800.0,2338800.0,172330000.0,4402000.0
1990-05-24 00:00:00,5646400.0,5296400.0,16718400.0,5781200.0,7624000.0,146649600.0,2296800.0,155140000.0,1677600.0
1990-05-25 00:00:00,1046400.0,11562400.0,17535600.0,4594800.0,4170400.0,104688000.0,1841400.0,120250000.0,3017600.0
1990-05-29 00:00:00,2067200.0,8689200.0,13233600.0,7840400.0,4113600.0,61478400.0,2172000.0,137410000.0,3411200.0
1990-05-30 00:00:00,9123200.0,9890000.0,26901600.0,11428000.0,5364800.0,65072000.0,5032800.0,199540000.0,4519200.0
1990-05-31 00:00:00,1459200.0,3682400.0,11590800.0,7963600.0,4360000.0,69436800.0,2850000.0,165690000.0,4613600.0
1990-06-01 00:00:00,6037600.0,5624400.0,11856000.0,6168000.0,3893600.0,69065600.0,3777600.0,187860000.0,4401200.0
1990-06-04 00:00:00,4095200.0,6412400.0,12818400.0,5193200.0,4675200.0,59158400.0,3526800.0,175520000.0,3888000.0
1990-06-05 00:00:00,4626400.0,10702000.0,16773600.0,9407600.0,7473600.0,80256000.0,3747000.0,199720000.0,5932000.0
1990-06-06 00:00:00,2241600.0,7563600.0,12782400.0,6174000.0,5118400.0,86288000.0,3156600.0,164030000.0,5138000.0
1990-06-07 00:00:00,4026400.0,6668800.0,1023600.0,5949600.0,4116000.0,90118400.0,3491400.0,160360000.0,4442000.0
1990-06-08 00:00:00,5938400.0,11926800.0,14556000.0,5725200.0,3233600.0,63766400.0,3258000.0,142600000.0,3374400.0
1990-06-11 00:00:00,2344000.0,5661200.0,8870400.0,4326800.0,4675200.0,58236800.0,3247200.0,119550000.0,3446800.0
1990-06-12 00:00:00,2891200.0,5902000.0,16316400.0,5504800.0,6297600.0,46656000.0,4535400.0,157100000.0,5415600.0
1990-06-13 00:00:00,2357600.0,4963600.0,15201600.0,8964000.0,4272800.0,80265600.0,4562400.0,158910000.0,6205200.0
1990-06-14 00:00:00,1065600.0,5018000.0,12387600.0,6793200.0,3400000.0,58204800.0,2958600.0,135770000.0,3390800.0
1990-06-15 00:00:00,4539200.0,5163600.0,32414400.0,8447600.0,11037600.0,51552000.0,3757800.0,205130000.0,12080000.0
1990-06-18 00:00:00,1678400.0,3988800.0,14439600.0,5968000.0,3878400.0,52790400.0,2441400.0,133470000.0,3648000.0
1990-06-19 00:00:00,2339200.0,5623600.0,12129600.0,5782400.0,4236000.0,41715200.0,3186600.0,134930000.0,2900000.0
1990-06-20 00:00:00,3668000.0,5530000.0,10206000.0,4044800.0,5976000.0,39561600.0,3001800.0,137420000.0,3087600.0
1990-06-21 00:00:00,1526400.0,7455600.0,14396400.0,4004800.0,7897600.0,34304000.0,2204400.0,138570000.0,3492000.0
1990-06-22 00:00:00,4194400.0,10154400.0,18577200.0,4800400.0,5240000.0,34032000.0,3159000.0,172570000.0,4898000.0
1990-06-25 00:00:00,2152000.0,4378000.0,12343200.0,4504800.0,3631200.0,68979200.0,2148600.0,133100000.0,5698800.0
1990-06-26 00:00:00,4230400.0,4558800.0,12596400.0,5017600.0,5050400.0,50198400.0,3417000.0,141420000.0,4758800.0
1990-06-27 00:00:00,7047200.0,3490800.0,14412000.0,4606800.0,4978400.0,35760000.0,4814400.0,146620000.0,5004400.0
1990-06-28 00:00:00,4774400.0,8930000.0,9392400.0,3215200.0,5042400.0,30051200.0,3330000.0,136120000.0,2218800.0
1990-06-29 00:00:00,2417600.0,11622000.0,12418800.0,3414800.0,4873600.0,34953600.0,2423400.0,145510000.0,3490000.0
1990-07-02 00:00:00,2187200.0,4856400.0,11601600.0,3664000.0,3318400.0,35472000.0,1742400.0,130200000.0,1974400.0
1990-07-03 00:00:00,2879200.0,3572400.0,12076800.0,2336400.0,4122400.0,79257600.0,2590200.0,130050000.0,2485600.0
1990-07-05 00:00:00,3210400.0,3859200.0,13114800.0,3399200.0,3452800.0,61852800.0,2259000.0,128320000.0,3826400.0
1990-07-06 00:00:00,3752000.0,7481200.0,8640000.0,2834400.0,3204800.0,41801600.0,3820800.0,111730000.0,3255600.0
1990-07-09 00:00:00,2144800.0,11281200.0,13110000.0,3667200.0,4364800.0,37315200.0,2806800.0,119390000.0,1606800.0
1990-07-10 00:00:00,1352800.0,12923600.0,14000400.0,4976000.0,2693600.0,29696000.0,2507400.0,147630000.0,2809200.0
1990-07-11 00:00:00,2876800.0,8808800.0,17438400.0,4100000.0,4812800.0,28918400.0,3061800.0,162220000.0,4043600.0
1990-07-12 00:00:00,5879200.0,6537600.0,21802800.0,6945600.0,5858400.0,89040000.0,3529800.0,213180000.0,6308800.0
1990-07-13 00:00:00,3492800.0,8254400.0,32024400.0,8621600.0,5695200.0,93628800.0,6924000.0,215600000.0,8461200.0
1990-07-16 00:00:00,4791200.0,6428000.0,16550400.0,8924400.0,4836000.0,48729600.0,2949000.0,149430000.0,3858000.0
1990-07-17 00:00:00,3722400.0,4892000.0,16970400.0,6742800.0,4793600.0,54473600.0,3929400.0,176790000.0,5133200.0
1990-07-18 00:00:00,2243200.0,10309200.0,11205600.0,6736400.0,5488800.0,41849600.0,3597600.0,168760000.0,2742000.0
1990-07-19 00:00:00,2261600.0,20932400.0,16044000.0,5743200.0,5772800.0,63132800.0,3200400.0,161990000.0,6123200.0
1990-07-20 00:00:00,2084800.0,6858000.0,22041600.0,7034400.0,9797600.0,87724800.0,2837400.0,177810000.0,10204400.0
1990-07-23 00:00:00,3764800.0,9655200.0,39535200.0,8573200.0,10427200.0,74201600.0,4776000.0,209030000.0,8643200.0
1990-07-24 00:00:00,2372000.0,6928800.0,22772400.0,6158000.0,8896000.0,137100800.0,5067000.0,181920000.0,9848000.0
1990-07-25 00:00:00,4668000.0,3762400.0,19690800.0,5458800.0,6433600.0,60147200.0,3004800.0,163530000.0,5761200.0
1990-07-26 00:00:00,3671200.0,2885600.0,13587600.0,5483600.0,6153600.0,303321600.0,4509000.0,155040000.0,4698800.0
1990-07-27 00:00:00,5084800.0,2240000.0,15388800.0,7385200.0,3856000.0,51017600.0,5084400.0,149070000.0,5092400.0
1990-07-30 00:00:00,2398400.0,3058800.0,16182000.0,5922800.0,6653600.0,87955200.0,5275200.0,146470000.0,6407600.0
1990-07-31 00:00:00,4101600.0,3444800.0,17149200.0,5477200.0,5936000.0,42307200.0,4367400.0,175380000.0,9046800.0
1990-08-01 00:00:00,2756000.0,3350800.0,11884800.0,6841200.0,5228800.0,111113600.0,4466400.0,178260000.0,8220800.0
1990-08-02 00:00:00,2188800.0,7973600.0,26122800.0,7474800.0,8464800.0,91769600.0,6517200.0,253090000.0,16100000.0
1990-08-03 00:00:00,4884000.0,9609200.0,40646400.0,14196800.0,14192800.0,117177600.0,8950200.0,295880000.0,13061200.0
1990-08-06 00:00:00,5452800.0,6425600.0,34378800.0,9140000.0,10767200.0,113184000.0,8236200.0,240400000.0,13908800.0
1990-08-07 00:00:00,3921600.0,7096400.0,35928000.0,8947200.0,9827200.0,91065600.0,6847200.0,231580000.0,9061200.0
1990-08-08 00:00:00,2892800.0,3674400.0,19042800.0,7539200.0,9273600.0,86259200.0,5500800.0,190400000.0,7932000.0
1990-08-09 00:00:00,1453600.0,3443600.0,16318800.0,5054800.0,5558400.0,77052800.0,2993400.0,155810000.0,5053200.0
1990-08-10 00:00:00,2573600.0,3683600.0,14250000.0,5794000.0,4808800.0,73184000.0,3678600.0,145340000.0,5321200.0
1990-08-13 00:00:00,2948000.0,5584400.0,16153200.0,6331200.0,4975200.0,53942400.0,3733800.0,122820000.0,3686800.0
1990-08-14 00:00:00,3868000.0,3520800.0,17850000.0,6623600.0,8897600.0,33708800.0,2706600.0,130320000.0,3772400.0
1990-08-15 00:00:00,2500000.0,3292000.0,17689200.0,6059600.0,7471200.0,51408000.0,3406200.0,136710000.0,2819200.0
1990-08-16 00:00:00,2320000.0,4438800.0,21270000.0,8125600.0,7288800.0,53328000.0,2990400.0,138850000.0,4677600.0
1990-08-17 00:00:00,5627200.0,8806400.0,38864400.0,10562400.0,12492800.0,95225600.0,8923800.0,212560000.0,9978800.0
1990-08-20 00:00:00,2032800.0,2681200.0,15891600.0,4955200.0,3256000.0,113600000.0,4605000.0,129630000.0,3715600.0
1990-08-21 00:00:00,6923200.0,5769200.0,34074000.0,9559600.0,9801600.0,165648000.0,8136000.0,194630000.0,6246800.0
1990-08-22 00:00:00,4680000.0,4395600.0,27439200.0,7892000.0,6201600.0,79232000.0,5058600.0,175550000.0,4413200.0
1990-08-23 00:00:00,3381600.0,5138800.0,41581200.0,9709600.0,11464000.0,107443200.0,7626000.0,250440000.0,5420800.0
1990-08-24 00:00:00,2873600.0,2634400.0,30946800.0,8158400.0,6544000.0,95443200.0,5920800.0,199040000.0,7609200.0
1990-08-27 00:00:00,3017600.0,4214800.0,31798800.0,6300400.0,5840000.0,110115200.0,4897200.0,160150000.0,4056400.0
1990-08-28 00:00:00,1416800.0,2877600.0,16227600.0,3872400.0,4030400.0,79824000.0,3072000.0,127660000.0,5336400.0
1990-08-29 00:00:00,6095200.0,5407600.0,14964000.0,4578800.0,4762400.0,77952000.0,3988200.0,134240000.0,3042000.0
1990-08-30 00:00:00,2922400.0,4388800.0,16497600.0,4320400.0,4924000.0,65379200.0,2668800.0,120890000.0,3595600.0
1990-08-31 00:00:00,1728000.0,3570000.0,10462800.0,3541600.0,2911200.0,40736000.0,2390400.0,96480000.0,3460800.0
1990-09-04 00:00:00,1719200.0,2974800.0,18162000.0,4802000.0,4377600.0,47376000.0,2203200.0,92940000.0,4415600.0
1990-09-05 00:00:00,3662400.0,2292000.0,20912400.0,5810400.0,7396000.0,54675200.0,2469200.0,120610000.0,5332400.0
1990-09-06 00:00:00,1577600.0,3134800.0,21080400.0,5388000.0,6016000.0,115616000.0,3151800.0,125620000.0,7060000.0
1990-09-07 00:00:00,2815200.0,2098800.0,14437200.0,6538800.0,5586400.0,53702400.0,2816200.0,123800000.0,3502000.0
1990-09-10 00:00:00,1612000.0,2732400.0,16923600.0,6437600.0,5266400.0,74246400.0,2625200.0,119730000.0,3918000.0
1990-09-11 00:00:00,2302400.0,6370800.0,11461200.0,5752800.0,3526400.0,78867200.0,3085400.0,113220000.0,2435200.0
1990-09-12 00:00:00,4724000.0,3600800.0,11451600.0,4771600.0,3515200.0,75014400.0,2869200.0,129890000.0,5205600.0
1990-09-13 00:00:00,4599200.0,3492400.0,10999200.0,4308000.0,3607200.0,49865600.0,1868600.0,123390000.0,4936400.0
1990-09-14 00:00:00,3562400.0,4084400.0,20404800.0,5390400.0,4513600.0,67670400.0,2125800.0,133390000.0,3645600.0
1990-09-17 00:00:00,4004800.0,2782000.0,15123600.0,3579600.0,4497600.0,70390400.0,2411400.0,110600000.0,4762000.0
1990-09-18 00:00:00,4048800.0,4456400.0,26780400.0,6796800.0,5877600.0,60636800.0,3803200.0,141130000.0,4506400.0
1990-09-19 00:00:00,5126400.0,6536800.0,36505200.0,8756400.0,4058400.0,52694400.0,3609000.0,147530000.0,3569200.0
1990-09-20 00:00:00,5937600.0,3607600.0,39603600.0,4854000.0,5057600.0,52444800.0,5273400.0,145100000.0,6968800.0
1990-09-21 00:00:00,3645600.0,5503600.0,38478000.0,8846000.0,9164000.0,79891200.0,6668600.0,201050000.0,10485600.0
1990-09-24 00:00:00,3950400.0,4961200.0,23841600.0,7974800.0,5826400.0,81436800.0,4026400.0,164070000.0,3290800.0
1990-09-25 00:00:00,4120800.0,5642000.0,19414800.0,6181200.0,5988800.0,53308800.0,3439600.0,155940000.0,3415600.0
1990-09-26 00:00:00,2684000.0,3363200.0,20774400.0,6977600.0,6841600.0,39267200.0,3355400.0,155570000.0,5149200.0
1990-09-27 00:00:00,3377600.0,5085600.0,39099600.0,6756400.0,5476000.0,65724800.0,3596800.0,182690000.0,4662000.0
1990-09-28 00:00:00,4637600.0,6291200.0,33742800.0,7900400.0,6606400.0,97980800.0,4181400.0,201010000.0,5123600.0
1990-10-01 00:00:00,5064000.0,5581200.0,9996000.0,7405200.0,9764800.0,131619200.0,6042800.0,202210000.0,4980800.0
1990-10-02 00:00:00,4003200.0,9699200.0,29752800.0,7572400.0,8338400.0,83465600.0,4179800.0,188360000.0,4534400.0
1990-10-03 00:00:00,2588000.0,9591200.0,16078800.0,4406800.0,4664000.0,57600000.0,2002600.0,135490000.0,3108000.0
1990-10-04 00:00:00,1913600.0,7638800.0,19591200.0,4648000.0,4427200.0,69292800.0,2765200.0,145410000.0,3410000.0
1990-10-05 00:00:00,1475200.0,3572000.0,23518800.0,6280000.0,6513600.0,82099200.0,2794400.0,153380000.0,3121200.0
1990-10-08 00:00:00,1201600.0,2218800.0,10080000.0,3605200.0,3138400.0,38678400.0,1404600.0,99470000.0,1543200.0
1990-10-09 00:00:00,2164000.0,4321200.0,17061600.0,5674400.0,5424800.0,66374400.0,2440800.0,145610000.0,2804800.0
1990-10-10 00:00:00,10850400.0,5283600.0,25734000.0,9034400.0,6015200.0,115593600.0,2428200.0,169190000.0,4966800.0
1990-10-11 00:00:00,10104800.0,7376800.0,24715200.0,12455200.0,6072800.0,83811200.0,3129000.0,180060000.0,5250800.0
1990-10-12 00:00:00,5842400.0,8169200.0,22171200.0,9232400.0,5707200.0,109251200.0,3316400.0,187940000.0,5373200.0
1990-10-15 00:00:00,3872800.0,7190000.0,20125200.0,12485600.0,6089600.0,130332800.0,3137000.0,164980000.0,6314400.0
1990-10-16 00:00:00,2915200.0,10913200.0,21844800.0,6760800.0,4444000.0,300886400.0,1665400.0,149570000.0,3926400.0
1990-10-17 00:00:00,2304800.0,11059200.0,22040400.0,5321200.0,3058400.0,135820800.0,5510600.0,161260000.0,3922400.0
1990-10-18 00:00:00,3892000.0,11255600.0,25401600.0,7466000.0,7571200.0,123737600.0,3919000.0,204110000.0,5103600.0
1990-10-19 00:00:00,3825600.0,33363200.0,33580800.0,10602400.0,10882400.0,170336000.0,4756400.0,221480000.0,10223600.0
1990-10-22 00:00:00,1586400.0,9041200.0,31570800.0,7673200.0,11631200.0,80294400.0,3092800.0,152650000.0,4220000.0
1990-10-23 00:00:00,2168000.0,5969200.0,19628400.0,5082800.0,5624800.0,71884800.0,2153200.0,146300000.0,4603200.0
1990-10-24 00:00:00,1732800.0,5079200.0,29450400.0,6477600.0,3801600.0,54732800.0,2414400.0,149290000.0,2742000.0
1990-10-25 00:00:00,1660800.0,5481200.0,28003200.0,6368000.0,5708800.0,51497600.0,2096800.0,141460000.0,4766800.0
1990-10-26 00:00:00,2899200.0,4811200.0,23842800.0,4984400.0,3391200.0,59126400.0,1737600.0,130190000.0,4838000.0
1990-10-29 00:00:00,1658400.0,4415600.0,23887200.0,5254400.0,4111200.0,67881600.0,2629800.0,133980000.0,3742400.0
1990-10-30 00:00:00,1920800.0,3513600.0,27138000.0,6556000.0,6209600.0,52563200.0,2737200.0,153450000.0,3171200.0
1990-10-31 00:00:00,6191200.0,5331200.0,15692400.0,5810000.0,4477600.0,61200000.0,2589200.0,156060000.0,3540800.0
1990-11-01 00:00:00,1924800.0,3258800.0,18014400.0,4935600.0,6020000.0,49440000.0,1888200.0,159270000.0,4003600.0
1990-11-02 00:00:00,4729600.0,5323200.0,20180400.0,7161200.0,5122400.0,74764800.0,2569600.0,168700000.0,5886400.0
1990-11-05 00:00:00,2712000.0,6604400.0,16641600.0,4834800.0,3377600.0,50700800.0,2941800.0,147510000.0,3604800.0
1990-11-06 00:00:00,4288000.0,6620800.0,11838000.0,6374000.0,2597600.0,59212800.0,1915800.0,142660000.0,4129200.0
1990-11-07 00:00:00,1948800.0,7254400.0,15001200.0,5603200.0,3717600.0,63100800.0,2082200.0,149130000.0,3467600.0
1990-11-08 00:00:00,4703200.0,7136400.0,18448800.0,6476800.0,5315200.0,43462400.0,2378400.0,155570000.0,4142400.0
1990-11-09 00:00:00,3288800.0,7102000.0,18847200.0,9096800.0,8086400.0,43344000.0,2658200.0,145160000.0,4293200.0
1990-11-12 00:00:00,4960800.0,5192000.0,21330000.0,14173200.0,7781600.0,87657600.0,4415600.0,161390000.0,4818800.0
1990-11-13 00:00:00,3098400.0,5086400.0,22917600.0,8526000.0,6189600.0,67654400.0,3530400.0,160240000.0,3422000.0
1990-11-14 00:00:00,2424000.0,6819200.0,16470000.0,7875600.0,5053600.0,59721600.0,3186000.0,179310000.0,3478800.0
1990-11-15 00:00:00,3323200.0,5787600.0,13645200.0,6158800.0,6381600.0,63129600.0,1633800.0,151370000.0,4476400.0
1990-11-16 00:00:00,2952800.0,6545200.0,25172400.0,9078800.0,7441600.0,67075200.0,2505200.0,165440000.0,7961200.0
1990-11-19 00:00:00,2168000.0,8017600.0,18886800.0,7443200.0,4371200.0,45552000.0,2535800.0,140950000.0,4540800.0
1990-11-20 00:00:00,2509600.0,5490800.0,22634400.0,8001200.0,4515200.0,68864000.0,2547600.0,161170000.0,4091200.0
1990-11-21 00:00:00,1550400.0,4400800.0,15367200.0,5251600.0,4038400.0,60739200.0,2190600.0,140660000.0,3936800.0
1990-11-23 00:00:00,1333600.0,1911200.0,4462800.0,1862000.0,1611200.0,22060800.0,1220000.0,63350000.0,2339200.0
1990-11-26 00:00:00,1232800.0,2925600.0,13736400.0,4661600.0,4137600.0,47577600.0,1521400.0,131540000.0,3534800.0
